File#,Incident_Date,UCR,Inc_Address
15-018915,8/27/2015 8:28,"ASSAULT/AGG/HANDS, FISTS & FEET",228 STEGMAN ST.
15-018824,8/27/2015 8:30,LARCENY OVER 200 FROM AUTOS,553 WEST SIDE AVE
15-018830,8/27/2015 9:10,LARCENY OVER 200 SHOPLIFTING,400 MARIN BLVD
15-018838,8/27/2015 9:20,VANDALISM M.V.,360 COMMUNIPAW AVE
15-018831,8/27/2015 9:34,LARCENY OVER 200 FROM AUTOS,117 STUYVESANT AVE
15-018862,8/27/2015 9:50,LARCENY OVER 200 FROM AUTOS,243 Virgina Ave
15-018843,8/27/2015 10:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",45 HOPKINS AVE
15-018832,8/27/2015 10:04,VANDALISM M.V.,138 WILKINSON AVE
15-018837,8/27/2015 10:53,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",38 DUNCAN AVE
15-018840,8/27/2015 10:53,PROSTITUTION,239 FOWLER AVE d4 Floor: 4
15-018841,8/27/2015 11:00,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",418 BALDWIN AVE
15-018842,8/27/2015 11:00,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",418 BALDWIN AVE
15-018941,8/27/2015 12:25,LARCENY OVER 200 BIKES,299 BARROW ST
15-018857,8/27/2015 13:05,"BURGLARY, RESIDENT, UNLAW ENT, DAY",192 Kensington Ave  Apt 301
15-018859,8/27/2015 14:30,LARCENY OVER 200 OTHER,1704 KENNEDY BLVD
15-018882,8/27/2015 14:45,LARCENY 50 TO 200 FROM BUILDING,444 JERSEY AVE 13
15-018867,8/27/2015 15:17,"BURGLARY, NON-RES FORCIBL ENT, DAY",2837 kennedy Blvd.
15-018865,8/27/2015 16:00,LARCENY 50 TO 200 FROM AUTOS,110 Grand St
15-018869,8/27/2015 17:08,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",3686 KENNEDY BLVD 1
15-018878,8/27/2015 18:53,"BURGLARY, RESIDENT, UNLAW ENT, DAY",581 Central Ave 1
15-019003,8/27/2015 19:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",204 CONGRESS ST 2
15-018898,8/27/2015 19:15,LARCENY OVER 200 FROM BUILDING,18 PARK AVE
15-018886,8/27/2015 19:28,SIMPLE ASSAULT,124 STORMS AVE
15-018881,8/27/2015 19:30,LARCENY OVER 200 FROM BUILDING,1 2ND ST 1009
15-018960,8/27/2015 19:30,LARCENY OVER 200 PURSE SNATCHING,Merritt St & Ocean Ave
15-018896,8/27/2015 20:18,SIMPLE ASSAULT,141 WILKINSON AVE 1R Floor: 1
15-018904,8/27/2015 20:52,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",225 ACADEMY ST 35
15-018901,8/27/2015 21:45,LARCENY 50 TO 200 PURSE SNATCHING,239 Bergen Ave
15-018963,8/27/2015 22:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",25 River Street # 1610
15-018911,8/28/2015 0:20,"ROBBERY, STRONG ARM, STREET",CENTRAL AVE & PROSPECT ST
15-018917,8/28/2015 1:35,SIMPLE ASSAULT,106 BALDWIN AVE 3 Floor: 2
15-018928,8/28/2015 7:57,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",591 COMMUNIPAW AVE
15-018950,8/28/2015 12:57,LARCENY 50 TO 200 AUTO PARTS AND ACCESSORIES,730 NEWARK AVE
15-018947,8/28/2015 13:30,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,MLK (MARTIN LUTHER KING DR) & WARNER AVE
15-019253,8/28/2015 13:32,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",155 GLENWOOD AVE Floor: 1
15-018961,8/28/2015 13:48,VANDALISM M.V.,DELAWARE AVE & GAUTIER AVE
15-019030,8/28/2015 14:00,LARCENY OVER 200 BIKES,100 WARREN ST
15-023041,8/28/2015 14:00,LARCENY OVER 200 FROM BUILDING,352 5TH ST A
15-018957,8/28/2015 14:07,ASSAULT W/KNIFE OR CUTTING INST,164 STERLING AVE 162C
15-018979,8/28/2015 16:39,LARCENY OVER 200 BIKES,313 HALLADAY ST
15-019174,8/28/2015 18:00,LARCENY OVER 200 OTHER,10 ROSE AVE Floor: 1
15-018987,8/28/2015 18:43,"ASSAULT/AGG/HANDS, FISTS & FEET",ORIENT AVE & MARTIN LUTHER KING DR
15-018995,8/28/2015 19:45,VANDALISM M.V.,CHRISTOPHER COLUMBUS (CHRISTOPHER COLUMBUS DR) & GROVE ST
15-018998,8/28/2015 20:30,LARCENY OVER 200 FROM BUILDING,806 OCEAN AVE
15-019221,8/28/2015 20:30,LARCENY OVER 200 OTHER,40 MALL DR W
15-018997,8/28/2015 21:00,LARCENY 50 TO 200 FROM AUTOS,68 Martin Luther King Drive
15-019009,8/28/2015 22:37,VANDALISM M.V.,175 WEGMAN PKWY
15-019006,8/28/2015 22:52,LARCENY OVER 200 FROM BUILDING,30 MALL DR W
15-019014,8/29/2015 1:04,SIMPLE ASSAULT,18 GRAHAM ST 6
15-019016,8/29/2015 1:28,VANDALISM M.V.,637 LIBERTY AVE
15-019181,8/29/2015 4:00,VANDALISM RESIDENCE,136 CLIFTON PL
15-019020,8/29/2015 4:09,"ROBBERY, STRONG ARM, STREET",BOSTWICK AVE & MARTIN LUTHER KING DR
15-019021,8/29/2015 4:47,ASSAULT WITH A FIREARM,13 WOODLAWN AVE
15-019022,8/29/2015 6:00,SIMPLE ASSAULT,745 GARFIELD AVE 4A
15-019024,8/29/2015 7:00,LARCENY 50 TO 200 FROM AUTOS,WASHINGTON ST & DUDLEY ST
15-019025,8/29/2015 10:18,LARCENY OVER 200 OTHER,201 PEARSALL AVE
15-019033,8/29/2015 11:30,LARCENY OVER 200 FROM AUTOS,Lexington Avenue between WSA and Mallory
15-019035,8/29/2015 11:45,LARCENY 50 TO 200 FROM AUTOS,119 GRAND ST
15-019042,8/29/2015 12:00,VANDALISM M.V.,FULTON AVE & VAN CLEEF ST
15-019039,8/29/2015 13:06,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",114 Monitor St. Floor: 1
15-019046,8/29/2015 14:00,LARCENY OVER 200 OTHER,40 NEWPORT PKWY 2014
15-019043,8/29/2015 14:03,SIMPLE ASSAULT,66 ROMAINE AVE Floor: BSMT
15-019045,8/29/2015 14:38,"ASSAULT/AGG/HANDS, FISTS & FEET",425 Central Ave
15-019052,8/29/2015 16:27,LARCENY OVER 200 FROM BUILDING,97 GREENE ST
15-019060,8/29/2015 17:00,LARCENY 50 TO 200 BIKES,10 MALL DR EAST
15-019147,8/29/2015 18:30,VANDALISM M.V.,10 Ferncliff RD
15-019071,8/29/2015 19:49,"ROBBERY, STRONG ARM, STREET",KENNEDY BLVD & NORTH ST
15-019076,8/29/2015 20:15,LARCENY OVER 200 BIKES,231 NORTH ST Floor: 2
15-019075,8/29/2015 20:30,"ROBBERY, STRONG ARM, STREET",117 COLLARD ST
15-019073,8/29/2015 20:52,VANDALISM M.V.,165 Clendenny Ave
15-019081,8/29/2015 23:09,"ROBBERY, STRONG ARM, STREET",MONMOUTH STREET & BRIGHT STREET
15-019079,8/29/2015 23:16,"ROBBERY, STRONG ARM, STREET",Marion Gardens (Parking Lot)
15-019082,8/29/2015 23:24,"ROBBERY, FIREARMS, STREET",204 DUNCAN AVE
15-019088,8/29/2015 23:37,SIMPLE ASSAULT,382 UNION ST Floor: 1
15-019091,8/29/2015 23:45,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",65 SUMMIT AVE 301
15-019092,8/30/2015 0:28,VANDALISM M.V.,83 LINCOLN (LINCOLN ST)
15-019098,8/30/2015 2:41,SIMPLE ASSAULT,MLK (MARTIN LUTHER KING DR) & STEGMAN ST.
15-019105,8/30/2015 4:05,SIMPLE ASSAULT,468 OCEAN AVE
15-019107,8/30/2015 5:23,SIMPLE ASSAULT,Orient Avenue & Martin Luther King Drive
15-019109,8/30/2015 7:30,SIMPLE ASSAULT,187 CARTERET AVE
15-019110,8/30/2015 8:25,LARCENY 50 TO 200 FROM AUTOS,WARREN ST & 1ST ST
15-019139,8/30/2015 15:40,LARCENY OVER 200 FROM BUILDING,30 MALL DR E
15-019133,8/30/2015 16:16,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,20 SAL LAF (SALEM LAFAYETTE CT)
15-019140,8/30/2015 17:45,LARCENY 50 TO 200 SHOPLIFTING,400 MARIN BLVD
15-019175,8/30/2015 17:49,LARCENY OVER 200 OTHER,18 BOYD AVE Floor: 1
15-019219,8/30/2015 18:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",11 COLLEGE (COLLEGE DR) 1c
15-019148,8/30/2015 20:22,"ROBBERY, STRONG ARM, STREET",PEARSAIL (PEARSALL AVE) & OCEAN AVE
15-019151,8/30/2015 20:59,VANDALISM M.V.,626 COMMUNIPAW AVE
15-019156,8/30/2015 22:00,VANDALISM RESIDENCE,99 RUTGERS AVE 4B
15-019159,8/31/2015 0:01,LARCENY 50 TO 200 OTHER,40 NEWPORT PKWY 2714
15-019158,8/31/2015 0:27,"ROBBERY, STRONG ARM, STREET",Van Horne Street & Lafayette Street
15-019163,8/31/2015 2:45,"ROBBERY, KNIFE, STREET",KENNEDY BLVD & HAGUE ST
15-019164,8/31/2015 5:00,VANDALISM M.V.,347 PALISADE AVE
15-019169,8/31/2015 7:27,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",127 Mallory Ave
15-019244,8/31/2015 7:30,LARCENY UNDER 50 FROM AUTOS,GARFIELD AVE & UNION ST
15-019171,8/31/2015 8:07,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",602 COMMUNIPAW AVE
15-019172,8/31/2015 8:53,ASSAULT WITH OTHER WEAPON,3563 KENNEDY BLVD
15-019177,8/31/2015 10:15,LARCENY OVER 200 OTHER,111 GARRISON AVE E8
15-019280,8/31/2015 11:00,VANDALISM RESIDENCE,50 UNION ST
15-019198,8/31/2015 13:04,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",195 MALLORY AVE
15-019332,8/31/2015 13:10,LARCENY OVER 200 FROM BUILDING,600 COMMUNIPAW AVE
15-019214,8/31/2015 13:30,LARCENY OVER 200 FROM AUTOS,PERSHING FIELD & PERSHING PLZ
15-019206,8/31/2015 14:15,VANDALISM M.V.,STUYVESANT AVE & ROMAINE AVE
15-019213,8/31/2015 14:21,LARCENY OVER 200 SHOPLIFTING,725 440 (ST HWY 440)
15-019215,8/31/2015 15:13,SIMPLE ASSAULT,227 Ocean Ave
15-019233,8/31/2015 16:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",209 OGDEN AVE 3
15-019229,8/31/2015 17:53,"ASSAULT/AGG/HANDS, FISTS & FEET",262 DUNCAN AVE Floor: 2
15-019225,8/31/2015 18:30,LARCENY OVER 200 SHOPLIFTING,20 MALL DR E
15-019247,8/31/2015 19:00,VANDALISM M.V.,30 NEWPORT PKWY
15-019245,8/31/2015 19:45,"BURGLARY, RESIDENT, UNLAW ENT, DAY",646 PALISADE AVE Floor: 2
15-019252,8/31/2015 21:56,"ROBBERY, FIREARM, GAS STATION",1568 JKF BLVD
15-019259,8/31/2015 23:56,VANDALISM RESIDENCE,104 BELMONT AVE 4 Floor: 2
15-020455,9/1/2015 0:00,LARCENY 50 TO 200 FROM BUILDING,276 CHAPEL AVE
15-019261,9/1/2015 1:04,ASSAULT WITH OTHER WEAPON,6 Jordan Ave
15-019263,9/1/2015 1:30,"ROBBERY, STRONG ARM, STREET",68 Neptune Avenue
15-019274,9/1/2015 5:55,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",522 OCEAN AVE
15-019271,9/1/2015 6:45,LARCENY OVER 200 FROM AUTOS,264 PRINCETON AVE
15-019273,9/1/2015 8:06,LARCENY OVER 200 FROM AUTOS,145 STERLING AVE
15-019279,9/1/2015 9:00,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",580 Montgomery St
15-019312,9/1/2015 12:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",1865 KENNEDY BLVD
15-019290,9/1/2015 12:35,LARCENY OVER 200 FROM BUILDING,550 NEWARK AVE 301B
15-019287,9/1/2015 12:59,LARCENY UNDER 50 SHOPLIFTING,629 COMMUNIPAW AVE
15-019291,9/1/2015 13:09,LARCENY OVER 200 OTHER,46 LAIDLAW AVE
15-019399,9/1/2015 15:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",9.5 GRANT AVE 1-r
15-019498,9/1/2015 15:00,LARCENY UNDER 50 FROM AUTOS,90 JORDAN AVE
15-019638,9/1/2015 17:00,LARCENY 50 TO 200 FROM BUILDING,2700 JFK (KENNEDY BLVD)
15-019348,9/1/2015 18:30,LARCENY OVER 200 FROM BUILDING,313 GROVE ST
15-019322,9/1/2015 18:49,LARCENY 50 TO 200 BIKES,53 ATLANTIC ST
15-019334,9/1/2015 19:45,VANDALISM M.V.,Erie St. & 16th St.
15-019339,9/1/2015 20:44,SIMPLE ASSAULT,325 BALDWIN AVE
15-019350,9/1/2015 22:00,VANDALISM RESIDENCE,121 LEONARD ST
15-019516,9/1/2015 23:00,LARCENY 50 TO 200 BIKES,53 CLAREMONT AVE 2
15-019352,9/2/2015 0:10,ASSAULT WITH A FIREARM,388 ARLINGTON AVE
15-019358,9/2/2015 1:17,SIMPLE ASSAULT,169 WEGMAN PKWY
15-019446,9/2/2015 4:48,"BURGLARY/NON-RES. UNLAWF ENT, NIGHT",646 NEWARK AVE
15-019365,9/2/2015 7:00,LARCENY OVER 200 BIKES,323 PAVONIA AVE
15-019474,9/2/2015 7:00,LARCENY OVER 200 FROM BUILDING,200 GREENE ST
15-019367,9/2/2015 8:10,LARCENY OVER 200 FROM AUTOS,17 Union St
15-019385,9/2/2015 11:30,LARCENY 50 TO 200 FROM BUILDING,308 Pacific Ave
15-019386,9/2/2015 12:00,LARCENY OVER 200 BIKES,117 CHESTNUT AVE
15-019388,9/2/2015 12:00,LARCENY UNDER 50 FROM AUTOS,237 VAN VORST ST
15-019389,9/2/2015 12:00,LARCENY OVER 200 BIKES,207 NEWARK AVE
15-019387,9/2/2015 12:35,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",139 WILKINSON AVE
15-019403,9/2/2015 14:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",218 Dwight St Floor: 2nd
15-019413,9/2/2015 15:39,LARCENY 50 TO 200 OTHER,SEAVIEW AVE & KENNEDY BLVD
15-019430,9/2/2015 19:26,ASSAULT WITH OTHER WEAPON,Bayside Park
15-019431,9/2/2015 20:19,"ROBBERY, STRONG ARM, STREET",44 STEGMAN ST Floor: 1
15-019439,9/2/2015 22:15,"ROBBERY, STRONG ARM, STREET",WILKINSON AVE
15-019443,9/2/2015 23:15,LARCENY OVER 200 FROM AUTOS,138 MERCER ST
15-019452,9/3/2015 0:01,"ROBBERY/OTHER WEAPON, STREET",591 COMMUNIPAW AVE
15-019444,9/3/2015 0:20,"ROBBERY, STRONG ARM, STREET",Bergen Ave & Reed St
15-019455,9/3/2015 5:30,LARCENY 50 TO 200 FROM AUTOS,5th Street/Jersey Avenue
15-019458,9/3/2015 8:00,VANDALISM BUSINESS,3540 John F. Kennedy Blvd
15-019901,9/3/2015 9:00,LARCENY OVER 200 BIKES,119 HANCOCK AVE
15-019469,9/3/2015 11:20,LARCENY OVER 200 BIKES,118 Old Bergen Rd.
15-021537,9/3/2015 12:00,LARCENY 50 TO 200 OTHER,125 CLARKE AVE Floor: 2
15-019493,9/3/2015 16:01,SIMPLE ASSAULT,119 Danforth Ave
15-019574,9/3/2015 17:00,VANDALISM OTHER,56 COLES ST
15-019500,9/3/2015 17:32,SIMPLE ASSAULT,33 Journal Square Jersey City Nj
15-019510,9/3/2015 19:57,SIMPLE ASSAULT,Paterson Plank Rd & New York Ave
15-019468,9/3/2015 21:00,LARCENY 50 TO 200 BIKES,306 GROVE ST
15-019523,9/4/2015 0:25,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",65 SUMMIT AVE 305
15-019524,9/4/2015 1:16,SIMPLE ASSAULT,279 DANFORTH AVE Floor: 2
15-019526,9/4/2015 3:32,VANDALISM M.V.,WRIGHT AVE & BROADWAY
15-019527,9/4/2015 3:50,LARCENY UNDER 50 OTHER,3530 KENNEDY BLVD
15-019539,9/4/2015 6:52,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",178 ARMSTRONG AVE Floor: bsmt
15-020001,9/4/2015 7:00,LARCENY 50 TO 200 OTHER,8 GARRISON AVE 2ND FL
15-019538,9/4/2015 7:27,LARCENY OVER 200 FROM AUTOS,905 Communipaw Ave
15-019540,9/4/2015 8:23,SIMPLE ASSAULT,YORK ST & GREENE ST
15-019543,9/4/2015 8:29,LARCENY 50 TO 200 SHOPLIFTING,52 ESSEX ST
15-019557,9/4/2015 9:18,LARCENY OVER 200 OTHER,132 AUDUBON AVE
15-019550,9/4/2015 9:23,SIMPLE ASSAULT,268 HANCOCK AVE
15-019552,9/4/2015 9:48,SIMPLE ASSAULT,29 MONTICELLO AVE APT    4C
15-019556,9/4/2015 10:41,"BURGLARY, RESID. FORCIBLE ENT, DAY",150 BELMONT AVE
15-019564,9/4/2015 12:03,SIMPLE ASSAULT,282 CENTRAL AVE
15-019571,9/4/2015 12:45,SIMPLE ASSAULT,305 OLD BERGEN RD
15-019576,9/4/2015 16:22,SIMPLE ASSAULT,797 Newark Ave
15-019581,9/4/2015 17:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",13 SKYLINE DR Floor: GRND
15-019890,9/4/2015 18:00,LARCENY 50 TO 200 OTHER,595 NEWARK AVE
15-019586,9/4/2015 18:18,VANDALISM M.V.,125 DE KALB AVE
15-019602,9/4/2015 21:47,SIMPLE ASSAULT,225 ARLINGTON AVE
15-019606,9/5/2015 0:58,LARCENY OVER 200 OTHER,176 PALISADE AVE
15-019614,9/5/2015 3:26,"ASSAULT/AGG/HANDS, FISTS & FEET",12 WILLOW ST
15-019649,9/5/2015 5:45,LARCENY UNDER 50 FROM AUTOS,Summit Ave and Bleecker St
15-019622,9/5/2015 7:30,VANDALISM M.V.,65 MLK (MARTIN LUTHER KING DR)
15-019623,9/5/2015 8:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",65 Summit Ave 106 Floor: 1
15-019627,9/5/2015 11:45,LARCENY 50 TO 200 OTHER,3060 Kennedy Blvd. 5G
15-019628,9/5/2015 13:15,LARCENY OVER 200 OTHER,JERSEY AVE & 9TH ST
15-019633,9/5/2015 14:00,LARCENY OVER 200 OTHER,560 WASHINGTON BLVD
15-019636,9/5/2015 14:05,"BURGLARY, RESIDENT, UNLAW ENT, DAY",360 LEMBECK AVE Floor: 1
15-019640,9/5/2015 16:43,LARCENY UNDER 50 OTHER,753 BERGEN AVE
15-019646,9/5/2015 17:45,LARCENY OVER 200 OTHER,2839 Kennedy Blvd
15-019659,9/5/2015 20:57,"ROBBERY, STRONG ARM, STREET",111 DUNCAN AVE
15-019668,9/5/2015 23:15,"ASSAULT/AGG/HANDS, FISTS & FEET",Bergen Avenue and Academy Street
15-019666,9/5/2015 23:35,ASSAULT WITH A FIREARM,KEARNEY AVE & ROSE AVE
15-019671,9/6/2015 0:30,VANDALISM RESIDENCE,334 WOODWARD ST
15-019676,9/6/2015 4:05,"ROBBERY, STRONG ARM, STREET",GRANT AVENUE & BERGEN AVENUE
15-019679,9/6/2015 7:00,LARCENY 50 TO 200 OTHER,207 1/2 Mallory Ave
15-020151,9/6/2015 11:00,LARCENY OVER 200 BIKES,50 DEY ST
15-019695,9/6/2015 12:30,VANDALISM M.V.,CHRISTOPHER COLUMBUS (CHRISTOPHER COLUMBUS DR) & COLES ST
15-019694,9/6/2015 13:25,SIMPLE ASSAULT,275 MONTICELLO AVE
15-019697,9/6/2015 13:45,ASSAULT WITH OTHER WEAPON,112 IRVING ST
15-019719,9/6/2015 19:00,LARCENY OVER 200 FROM AUTOS,228 3RD ST
15-019717,9/6/2015 21:36,SIMPLE ASSAULT,156 MLK Drive
15-019741,9/6/2015 23:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",262 NEWARK AVE 4
15-019734,9/7/2015 9:32,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",102 LINCOLN ST 1
15-019775,9/7/2015 9:53,LARCENY OVER 200 FROM AUTOS,100 14TH ST
15-019738,9/7/2015 10:00,LARCENY UNDER 50 FROM AUTOS,ROOSEVELT AVE & MALLORY AVE
15-019736,9/7/2015 11:23,VANDALISM RESIDENCE,757 OCEAN AVE
15-019744,9/7/2015 11:54,LARCENY OVER 200 SHOPLIFTING,20 MALL DR E
15-019743,9/7/2015 12:28,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",428 MARTIN LUTHER KING DR
15-019843,9/7/2015 12:45,"BURGLARY, RESID. FORCIBLE ENT, DAY",473 Mercer St. 2
15-019750,9/7/2015 14:00,LARCENY UNDER 50 OTHER,30 MALL DR E
15-019822,9/7/2015 14:00,LARCENY OVER 200 BIKES,248 PRINCETON AVE
15-019749,9/7/2015 14:35,SIMPLE ASSAULT,15 MADISON AVE
15-019753,9/7/2015 15:48,LARCENY UNDER 50 FROM AUTOS,275 CUSTER AVE
15-019762,9/7/2015 18:00,LARCENY OVER 200 FROM AUTOS,72 CORBIN AVE
15-019773,9/7/2015 19:00,"ROBBERY, STRONG ARM, STREET",Orient Way and Ocean Avenue
15-019777,9/7/2015 21:15,SIMPLE ASSAULT,23 BAYVIEW AVE Floor: 2
15-019780,9/7/2015 21:23,VANDALISM RESIDENCE,11 ROOSEVELT AVE
15-019778,9/7/2015 21:28,VANDALISM M.V.,116 BOSTWICK AVE
15-019821,9/7/2015 23:00,LARCENY 50 TO 200 FROM AUTOS,KENNEDY BLVD & CARLTON AVE
15-019789,9/7/2015 23:15,LARCENY UNDER 50 OTHER,200 INDUSTRIAL DR
15-019788,9/7/2015 23:56,"ROBBERY, FIREARM, CONV STORE",464 WEST SIDE AVE
15-019845,9/8/2015 7:45,LARCENY 50 TO 200 FROM AUTOS,274 JOHNSTON AVE
15-020017,9/8/2015 8:00,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",13.15 EAST LINDEN (E LINDEN AVE)
15-019832,9/8/2015 17:36,"BURGLARY, RESIDENT, UNLAW ENT, DAY",149 ZABRISKIE ST 3
15-019881,9/8/2015 18:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",896 SUMMIT AVE Floor: 1
15-019856,9/8/2015 19:00,LARCENY 50 TO 200 BIKES,133 WEBSTER AVE Floor: 1
15-019844,9/8/2015 19:10,SIMPLE ASSAULT,453 MERCER ST Floor: 1
15-020744,9/8/2015 21:20,SIMPLE ASSAULT,229 MLK (MARTIN LUTHER KING DR)
15-019871,9/8/2015 22:30,SIMPLE ASSAULT,109A Dwight Street
15-019878,9/9/2015 4:18,LARCENY 50 TO 200 FROM AUTOS,153 HARRISON AVE
15-019925,9/9/2015 5:00,VANDALISM M.V.,38 Congress Street
15-019891,9/9/2015 7:00,LARCENY OVER 200 BIKES,367 NEW YORK AVE A
15-019934,9/9/2015 7:00,VANDALISM M.V.,BERGEN AVE & KENSINGTON AVE
15-019883,9/9/2015 9:45,LARCENY 50 TO 200 FROM BUILDING,162 OAKLAND AVE
15-019936,9/9/2015 10:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",14 FAIRMOUNT TER
15-019892,9/9/2015 11:15,VANDALISM M.V.,167 GRANT AVE
15-019896,9/9/2015 11:30,LARCENY OVER 200 FROM BUILDING,9 CATHERINE CT 1-c
15-019904,9/9/2015 14:08,LARCENY 50 TO 200 OTHER,56 CONSTITUTION WAY
15-019913,9/9/2015 14:35,LARCENY OVER 200 FROM BUILDING,CHUCK E' CHEESE
15-020509,9/9/2015 15:00,LARCENY OVER 200 BIKES,184 KENSINGTON AVE
15-019923,9/9/2015 15:50,LARCENY OVER 200 FROM AUTOS,WILLIAMS AVE & BENNETT ST
15-019924,9/9/2015 17:03,ASSAULT WITH OTHER WEAPON,CONGRESS ST & PALISADE AVE
15-019930,9/9/2015 17:32,LARCENY 50 TO 200 FROM BUILDING,197 DANFORTH AVE
15-019929,9/9/2015 18:04,LARCENY OVER 200 BIKES,2873 KENNEDY BLVD
15-020372,9/9/2015 18:30,LARCENY OVER 200 BIKES,25 JOURNAL PLAZA (JOURNAL SQUARE PLZ)
15-019942,9/9/2015 20:28,LARCENY OVER 200 FROM AUTOS,HUTTON ST & LIBERTY AVE
15-019946,9/9/2015 21:27,ASSAULT WITH A FIREARM,204 Duncan Ave
15-019956,9/10/2015 1:17,SIMPLE ASSAULT,576 COMMUNIPAW AVE
15-019958,9/10/2015 1:23,ASSAULT W/KNIFE OR CUTTING INST,752 GRAND ST
15-020097,9/10/2015 2:15,VANDALISM BUSINESS,700 MONTGOMERY ST
15-019977,9/10/2015 8:00,VANDALISM M.V.,137 Wayne St.
15-021397,9/10/2015 8:00,VANDALISM M.V.,295 5TH ST
15-019993,9/10/2015 8:23,"ASSAULT/AGG/HANDS, FISTS & FEET",222 Laidlaw Avenue
15-020035,9/10/2015 9:00,VANDALISM RESIDENCE,535 MERCER ST
15-019998,9/10/2015 12:00,VANDALISM M.V.,439 Whiton St.
15-019999,9/10/2015 12:00,VANDALISM M.V.,439 WHITON ST
15-020000,9/10/2015 12:10,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-020347,9/10/2015 13:00,LARCENY UNDER 50 FROM AUTOS,191 BERGEN AVE
15-020021,9/10/2015 14:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",329 NEW YORK AVE
15-020262,9/10/2015 14:00,LARCENY OVER 200 BIKES,102 CLINTON AVE
15-020016,9/10/2015 15:00,VANDALISM RESIDENCE,89 WARNER AVE Floor: 2
15-020015,9/10/2015 15:10,LARCENY 50 TO 200 OTHER,400 Marin Blvd.
15-020047,9/10/2015 17:20,LARCENY OVER 200 FROM AUTOS,1212 SUMMIT AVE
15-020677,9/10/2015 18:00,LARCENY OVER 200 OTHER,192 KENSINGTON AVE 101
15-020045,9/10/2015 20:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",235 Manhatten Ave 1
15-020585,9/10/2015 21:30,LARCENY OVER 200 FROM BUILDING,167 WEBSTER AVE 1
15-020052,9/10/2015 22:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",381 BERGEN AVE
15-020048,9/10/2015 23:01,LARCENY OVER 200 OTHER,50 GLENWOOD AVE 410
15-020734,9/11/2015 1:10,SIMPLE ASSAULT,260 BRIGHT ST
15-020060,9/11/2015 7:00,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,284 MANHATTAN AVE
15-020380,9/11/2015 7:30,VANDALISM M.V.,123 BRUNSWICK ST
15-020442,9/11/2015 9:00,LARCENY OVER 200 FROM AUTOS,353 3rd St
15-020155,9/11/2015 10:00,LARCENY OVER 200 BIKES,JOHNSTON (JOHNSTON AVE) & PHILLIP ST
15-020073,9/11/2015 10:58,VANDALISM M.V.,78 CLARKE AVE
15-020079,9/11/2015 12:07,"BURGLARY, RESIDENT, UNLAW ENT, DAY",16 WOODLAWN AVE
15-020083,9/11/2015 13:45,SIMPLE ASSAULT,121 Wade St
15-020089,9/11/2015 14:27,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",119 OXFORD AVE Floor: 2
15-020100,9/11/2015 14:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",447 PAVONIA AVE 2r
15-020092,9/11/2015 14:47,SIMPLE ASSAULT,SIP AVE & WHITMAN AVE
15-020106,9/11/2015 16:54,SIMPLE ASSAULT,42 LEXINGTON AVE 2
